wikidata_id,person_id,name,source_row_count,birth_year_values,birth_place_values,citizenship_ids,citizenship_labels,has_country_of_citizenship,birth_place_context_row_count,birth_place_ids,birth_place_labels,birth_scope_category,counts_as_europe_in_binary_rollup,counts_as_non_europe_or_colonial_in_binary_rollup,birth_context_token_ids,birth_context_token_labels,europe_token_ids,europe_token_labels,non_europe_token_ids,non_europe_token_labels,colonial_token_ids,colonial_token_labels,transcontinental_or_imperial_token_ids,transcontinental_or_imperial_token_labels
http://www.wikidata.org/entity/Q2825256,Q2825256,Adrien Richer,1,1720,Avranches,Q142,France,True,1,Q204430,Avranches,europe,True,False,Q204430 | Q142 | Q700557 | Q12589 | Q18677875 | Q16954 | Q212429,Avranches | Basse-Normandie | France | France métropolitaine | Manche | Normandie | arrondissement d'Avranches,Q142,France,,,,,,
http://www.wikidata.org/entity/Q377307,Q377307,Adrien de Lezay-Marnésia,1,1769,Moutonne,Q142,France,True,1,Q405181,Moutonne,europe,True,False,Q405181 | Q142 | Q1726588 | Q3120 | Q1116153 | Q18578267 | Q60846019 | Q212429,Bourgogne-Franche-Comté | France | France métropolitaine | Franche-Comté | Jura | Moutonne | arrondissement de Lons-le-Saunier | canton d'Orgelet,Q142,France,,,,,,
http://www.wikidata.org/entity/Q18117862,Q18117862,Adrien de Sarrazin,1,1775,Nourray,Q142,France,True,1,Q1170197,Nourray,europe,True,False,Q1170197 | Q142 | Q1547713 | Q12564 | Q702713 | Q13947 | Q212429,Centre-Val de Loire | France | France métropolitaine | Loir-et-Cher | Nourray | arrondissement de Vendôme | canton de Saint-Amand-Longpré,Q142,France,,,,,,
http://www.wikidata.org/entity/Q2825098,Q2825098,Adrien-Joseph Le Valois d'Orville,1,1715,Paris,Q142,France,True,1,Q90,Paris,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q191021,Q191021,Adrien-Marie Legendre,1,1752,Paris,Q142,France,True,2,Q90 | Q7880,Paris | Toulouse,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429 | Q7880 | Q12538 | Q702642 | Q1120291 | Q949528 | Q1727633 | Q1727634 | Q369217 | Q18678265 | Q16393,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Haute-Garonne | Kingdom of France | Midi-Pyrénées | Métropole du Grand Paris | Occitanie | Paris | Seine | Toulouse | Toulouse Métropole | arrondissement de Paris | arrondissement de Toulouse | canton de Toulouse-12 | canton de Toulouse-13 | canton de Toulouse-14 | canton de Toulouse-15 | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q2825103,Q2825103,Adrien-Michel-Hyacinthe Blin de Sainmore,1,1733,Paris,Q142,France,True,1,Q90,Paris,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q2825105,Q2825105,Adrien-Nicolas La Salle,1,1735,Paris,Q142,France,True,1,Q90,Paris,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q56452221,Q56452221,Adrienne-Madeleine Dusillet,1,1690,Dole,Q70972,royaume de France,True,1,Q205586,Dole,europe,True,False,Q205586 | Q142 | Q701143 | Q1029653 | Q1725156 | Q3120 | Q18578267 | Q60846019 | Q212429,Bourgogne-Franche-Comté | Dole | France | France métropolitaine | Franche-Comté | Jura | arrondissement de Dole | canton de Dole-Nord-Est | canton de Dole-Sud-Ouest,Q142,France,,,,,,
http://www.wikidata.org/entity/Q2825464,Q2825464,Adélaïde Gory-Decour,1,1759,Paris,Q142,France,True,1,Q90,Paris,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q589562,Q589562,Adélaïde de Souza,1,1761,Paris,Q142,France,True,1,Q90,Paris,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q2825463,Q2825463,Adélaïde-Gillette Dufrénoy,2,1765,Paris | Nantes,Q142,France,True,2,Q12191 | Q90,Nantes | Paris,europe,True,False,Q12191 | Q142 | Q70972 | Q3068 | Q71747 | Q596603 | Q16994 | Q212429 | Q90 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Loire-Atlantique | Métropole du Grand Paris | Nantes | Paris | Pays de la Loire | Seine | arrondissement de Nantes | arrondissement de Paris | duché de Bretagne | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q88290947,Q88290947,Adélaïde-Isabelle-Jeanne Vivien Deschampsy,1,1771,Lunéville,Q142,France,True,1,Q208794,Lunéville,europe,True,False,Q208794 | Q142 | Q70972 | Q250573 | Q1726009 | Q1270623 | Q12626 | Q155019 | Q701572 | Q18677983 | Q22248793 | Q212429 | Q88521129,France | France métropolitaine | Grand Est | Kingdom of France | Lorraine | Lunéville | Meurthe | Meurthe-et-Moselle | arrondissement de Lunéville | canton de Lunéville-Nord | canton de Lunéville-Sud | duché de Lorraine | zone de défense et de sécurité Est,Q142 | Q70972,France | Kingdom of France,,,,,,
http://www.wikidata.org/entity/Q49219472,Q49219472,Aglaé Adanson,1,1775,Paris,Q142,France,True,1,Q90,Paris,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q2827140,Q2827140,Agricol-Joseph Fortia d'Urban,1,1756,Avignon,Q142,France,True,1,Q6397,Avignon,europe,True,False,Q6397 | Q142 | Q700549 | Q1724318 | Q1724321 | Q960193 | Q1724322 | Q12792 | Q1120105 | Q15104 | Q124954445 | Q212429 | Q88521123,Avignon | Communauté d'agglomération du Grand Avignon | France | France métropolitaine | Provence-Alpes-Côte d'Azur | Provence-Côte d'Azur-Corse | Vaucluse | arrondissement d'Avignon | canton d'Avignon-Est | canton d'Avignon-Nord | canton d'Avignon-Ouest | canton d'Avignon-Sud | zone de défense et de sécurité Sud,Q142,France,,,,,,
http://www.wikidata.org/entity/Q2828052,Q2828052,Aimé Desprez,1,1763,Saint-Germain-en-Laye,Q142,France,True,1,Q185075,Saint-Germain-en-Laye,europe,True,False,Q185075 | Q142 | Q212673 | Q12820 | Q60847808 | Q13917 | Q212429,France | France métropolitaine | Saint-Germain-en-Laye | Yvelines | arrondissement de Saint-Germain-en-Laye | Île-de-France,Q142,France,,,,,,
http://www.wikidata.org/entity/Q42315729,Q42315729,Aimé Guillon,1,1758,Lyon,Q142,France,True,1,Q456,Lyon,europe,True,False,Q456 | Q142 | Q17167 | Q2277 | Q42834 | Q13590051 | Q146246 | Q46370 | Q70972 | Q58296 | Q71084 | Q69808 | Q1747689 | Q2874 | Q16665897 | Q46130 | Q535140 | Q10971 | Q18914778 | Q18338206 | Q463 | Q1228610 | Q212429 | Q1232541,Auvergne-Rhône-Alpes | Diocèse des Gaules | Empire romain | Empire romain d'Occident | First French Empire | France | Francie occidentale | French First Republic | Gaule lyonnaise | Kingdom of France | Lyon | Métropole de Lyon | Q1232541 | Rhône | Rhône-Alpes | Rome antique | République romaine | arrondissement de Lyon | communauté urbaine de Lyon | préfecture du prétoire des Gaules | royaume des Burgondes | royaume des Francs | régime de Vichy,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q2828021,Q2828021,Aimé-Ambroise-Joseph Feutry,1,1720,Lille,Q142,France,True,1,Q648,Lille,europe,True,False,Q648 | Q142 | Q471969 | Q701510 | Q1725963 | Q1725908 | Q1725909 | Q1725912 | Q1384813 | Q1661825 | Q1233709 | Q1374129 | Q1284955 | Q12661 | Q18677767 | Q16987 | Q212429,France | France métropolitaine | Hauts-de-France | Lille | Métropole européenne de Lille | Nord | Nord-Pas-de-Calais | arrondissement de Lille | canton de Lille-Centre | canton de Lille-Est | canton de Lille-Nord | canton de Lille-Nord-Est | canton de Lille-Ouest | canton de Lille-Sud | canton de Lille-Sud-Est | canton de Lille-Sud-Ouest | canton de Lomme,Q142,France,,,,,,
http://www.wikidata.org/entity/Q18325215,Q18325215,Alain Dumoulin,1,1748,Lanvéoc,Q142,France,True,1,Q208325,Lanvéoc,europe,True,False,Q208325 | Q142 | Q3389 | Q1115786 | Q12130 | Q212429,Bretagne | Finistère | France | France métropolitaine | Lanvéoc | arrondissement de Châteaulin,Q142,France,,,,,,
http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,1,1761,Genève,Q23366230 | Q30,république de Genève | États-Unis,True,1,Q71,Genève,europe,True,False,Q71 | Q39 | Q23366230 | Q142 | Q11917,France | Genève | Suisse | canton de Genève | république de Genève,Q142 | Q23366230 | Q39,France | Suisse | république de Genève,,,,,,
http://www.wikidata.org/entity/Q55674721,Q55674721,Albert Joseph Ulpien Hennet,1,1758,Maubeuge,Q142,France,True,1,Q138648,Maubeuge,europe,True,False,Q138648 | Q142 | Q12661 | Q700546 | Q18677767 | Q16987 | Q212429,France | France métropolitaine | Hauts-de-France | Maubeuge | Nord | Nord-Pas-de-Calais | arrondissement d'Avesnes-sur-Helpe,Q142,France,,,,,,
http://www.wikidata.org/entity/Q2375310,Q2375310,Albertine Necker de Saussure,1,1766,Genève,Q142 | Q23366230 | Q39,France | Suisse | république de Genève,True,1,Q71,Genève,europe,True,False,Q71 | Q39 | Q23366230 | Q142 | Q11917,France | Genève | Suisse | canton de Genève | république de Genève,Q142 | Q23366230 | Q39,France | Suisse | république de Genève,,,,,,
http://www.wikidata.org/entity/Q1373167,Q1373167,Aleksander Benedykt Sobieski,1,1677,Gdańsk,Q172107,république des Deux Nations,True,1,Q1792,Gdańsk,europe,True,False,Q1792 | Q36 | Q1206012 | Q216173 | Q27306 | Q901974 | Q172107 | Q1649871 | Q156020 | Q696640 | Q171348 | Q183 | Q211274 | Q2415901 | Q38872 | Q43287 | Q55300 | Q55306 | Q7318 | Q54180 | Q1222000 | Q9377174 | Q510368 | Q161947 | Q675291 | Q42887355 | Q161036 | Q1048909 | Q55309 | Q55304 | Q3500794,Allemagne occupée | Gdańsk | Gdańsk county | Germany | Holy Roman Empire | Kingdom of Prussia | Kingdom of Saxony | Pologne | Poméranie | Province de Grande-Pologne | Prussia | Reichsgau Danzig Westpreußen | Royaume de Pologne | République de Dantzig | Troisième Reich | Ville libre de Dantzig | Voïvodie de Poméranie (1466–1772) | couronne du royaume de Pologne | duché de Poméranie | province de Prusse | province de Prusse-Occidentale | république des Deux Nations | république populaire de Pologne | voïvodie de Gdańsk | voïvodie de Gdańsk (1945-1975) | zone d'occupation américaine en Allemagne | zone d'occupation britannique en Allemagne | zone d'occupation française en Allemagne | zone d'occupation soviétique en Allemagne | État libre de Prusse | État monastique des chevaliers Teutoniques,Q1206012 | Q172107 | Q183 | Q2415901 | Q27306 | Q36 | Q38872 | Q43287 | Q55300 | Q7318,Allemagne occupée | Germany | Holy Roman Empire | Kingdom of Prussia | Kingdom of Saxony | Pologne | Prussia | Troisième Reich | république des Deux Nations | zone d'occupation soviétique en Allemagne,,,,,Q38872,Holy Roman Empire
http://www.wikidata.org/entity/Q6694,Q6694,Alexander von Humboldt,1,1769,Berlin,Q27306,royaume de Prusse,True,1,Q64,Berlin,europe,True,False,Q64 | Q148499 | Q157367 | Q27306 | Q150981 | Q43287 | Q41304 | Q7318 | Q55300 | Q16957 | Q183 | Q713750 | Q1206012 | Q12548 | Q2415901 | Q38872 | Q55306 | Q700264 | Q161036 | Q55309 | Q55304,Allemagne de l'Ouest | Allemagne occupée | Berlin | Brandebourg-Prusse | Confédération de l'Allemagne du Nord | Germany | Holy Roman Empire | Kingdom of Prussia | Kingdom of Saxony | Prussia | République démocratique allemande | Saint-Empire romain germanique | Troisième Reich | marche de Brandebourg | province de Brandebourg | zone d'occupation américaine en Allemagne | zone d'occupation britannique en Allemagne | zone d'occupation française en Allemagne | zone d'occupation soviétique en Allemagne | État libre de Prusse,Q1206012 | Q183 | Q2415901 | Q27306 | Q38872 | Q41304 | Q43287 | Q55300 | Q7318,Allemagne occupée | Germany | Holy Roman Empire | Kingdom of Prussia | Kingdom of Saxony | Prussia | Troisième Reich | zone d'occupation soviétique en Allemagne,,,,,Q38872,Holy Roman Empire
http://www.wikidata.org/entity/Q1231500,Q1231500,Alexandre Balthazar Laurent Grimod de La Reynière,1,1758,Paris,Q142,France,True,1,Q90,Paris,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q442937,Q442937,Alexandre Brongniart,1,1770,ancien 6e arrondissement de Paris,Q142,France,True,1,Q2845758,ancien 6e arrondissement de Paris,europe,True,False,Q2845758 | Q142 | Q146246 | Q2748708 | Q58296 | Q70972 | Q71084 | Q90 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | ancien 6e arrondissement de Paris | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q1245280,Q1245280,Alexandre Deleyre,1,1726,Portets,Q142,France,True,1,Q379674,Portets,europe,True,False,Q379674 | Q142 | Q26916 | Q2989129 | Q12526 | Q701386 | Q700697 | Q18678082 | Q1179 | Q212429,Aquitaine | France | France métropolitaine | Gironde | Nouvelle-Aquitaine | Portets | arrondissement de Bordeaux | arrondissement de Langon | canton de Podensac | communauté de communes de Podensac,Q142,France,,,,,,
http://www.wikidata.org/entity/Q42352151,Q42352151,Alexandre Delon,1,1753,Domazan,Q142,France,True,1,Q267355,Domazan,europe,True,False,Q267355 | Q142 | Q1724195 | Q12515 | Q702009 | Q18678265 | Q17005 | Q212429,Domazan | France | France métropolitaine | Gard | Languedoc-Roussillon | Occitanie | arrondissement de Nîmes | canton d'Aramon,Q142,France,,,,,,
http://www.wikidata.org/entity/Q767332,Q767332,Alexandre Duval,1,1767,Rennes,Q142,France,True,1,Q647,Rennes,europe,True,False,Q647 | Q142 | Q1726898 | Q304154 | Q673822 | Q1726900 | Q475561 | Q1726902 | Q1726911 | Q1726912 | Q1726913 | Q1726896 | Q1512839 | Q702196 | Q12549 | Q12208 | Q12130 | Q212429,Bretagne | France | France métropolitaine | Ille-et-Vilaine | Rennes | Rennes Métropole | arrondissement de Rennes | canton de Rennes-Bréquigny | canton de Rennes-Centre | canton de Rennes-Centre-Ouest | canton de Rennes-Centre-Sud | canton de Rennes-Est | canton de Rennes-Nord | canton de Rennes-Nord-Est | canton de Rennes-Nord-Ouest | canton de Rennes-Sud-Est | canton de Rennes-Sud-Ouest | canton de Rennes-le-Blosne,Q142,France,,,,,,
http://www.wikidata.org/entity/Q2720200,Q2720200,Alexandre Jean Joseph Le Riche de La Popelinière,2,1692 | 1693,Paris,Q142,France,True,1,Q90,Paris,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q375985,Q375985,Alexandre Lenoir,1,1761,Paris,Q142,France,True,1,Q90,Paris,europe,True,False,Q90 | Q142 | Q70972 | Q146246 | Q2748708 | Q71084 | Q58296 | Q16665915 | Q13917 | Q2863958 | Q1142326 | Q124881945 | Q212429,Département de Paris | First French Empire | France | France métropolitaine | French First Republic | Kingdom of France | Métropole du Grand Paris | Paris | Seine | arrondissement de Paris | occupation de la France par l'Allemagne pendant la Seconde Guerre mondiale | royaume des Francs | Île-de-France,Q142 | Q58296 | Q70972 | Q71084,First French Empire | France | French First Republic | Kingdom of France,,,,,Q58296,First French Empire
http://www.wikidata.org/entity/Q2833346,Q2833346,Alexandre Masson de Pezay,1,1741,Versailles,Q142,France,True,1,Q621,Versailles,europe,True,False,Q621 | Q142 | Q70972 | Q12820 | Q979470 | Q13917 | Q212429,France | France métropolitaine | Kingdom of France | Seine-et-Oise | Versailles | Yvelines | Île-de-France,Q142 | Q70972,France | Kingdom of France,,,,,,
http://www.wikidata.org/entity/Q28933577,Q28933577,Alexandre Tanevot,1,1691,Versailles,Q142,France,True,1,Q621,Versailles,europe,True,False,Q621 | Q142 | Q70972 | Q12820 | Q979470 | Q13917 | Q212429,France | France métropolitaine | Kingdom of France | Seine-et-Oise | Versailles | Yvelines | Île-de-France,Q142 | Q70972,France | Kingdom of France,,,,,,
http://www.wikidata.org/entity/Q17341044,Q17341044,Alexandre Zanchi,1,1759,Venise,Q4948,république de Venise,True,1,Q641,Venise,europe,True,False,Q641 | Q38 | Q131964 | Q223936 | Q153136 | Q142 | Q4948 | Q209857 | Q6360367 | Q3924689 | Q16310 | Q3678587 | Q1243,France | Habsburg monarchy | Italie | Province vénitienne | Provincie de Venise | Royaume d'Italie (1805-1814) | Venise | Vénétie | empire d'Autriche | royaume de Lombardie-Vénétie | république de Venise | ville métropolitaine de Venise,Q131964 | Q142 | Q153136 | Q38 | Q4948,France | Habsburg monarchy | Italie | empire d'Autriche | république de Venise,,,,,Q153136,Habsburg monarchy
http://www.wikidata.org/entity/Q23846096,Q23846096,Alexandre de Ferrière,1,1771,Bar-sur-Seine,Q142,France,True,1,Q328309,Bar-sur-Seine,europe,True,False,Q328309 | Q142 | Q3194 | Q702672 | Q18677983 | Q14103 | Q212429 | Q88521129,Aube | Bar-sur-Seine | Champagne-Ardenne | France | France métropolitaine | Grand Est | arrondissement de Troyes | zone de défense et de sécurité Est,Q142,France,,,,,,
