context_family,wikidata_id,person_id,name,place_role,place_id,place_label,matched_token_ids,matched_token_labels,direct_country_ids,direct_country_labels,admin_country_ids,admin_country_labels,context_country_ids,context_country_labels,admin_entity_ids,admin_entity_labels
British Empire/colonial context,http://www.wikidata.org/entity/Q118140223,Q118140223,John Comer,birth_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q4310128,Q4310128,John Murray,death_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q11816,Q11816,John Quincy Adams,birth_place,Q16101,Braintree,Q179997,Thirteen Colonies,Q30,États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54079 | Q1191350 | Q54072 | Q771 | Q179997 | Q2748571 | Q2079909 | Q30 | Q161885,comté de Norfolk | Colonie de la baie du Massachusetts | comté de Suffolk | Massachusetts | Treize colonies | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | royaume de Grande-Bretagne
British Empire/colonial context,http://www.wikidata.org/entity/Q6254830,Q6254830,John Richardson,death_place,Q1348,Calcutta,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q2001966,Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q817165 | Q2088496 | Q129286 | Q2001966 | Q1132340 | Q1356,présidence du Bengale | district de Calcutta | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | division de la Présidence | Bengale-Occidental
British Empire/colonial context,http://www.wikidata.org/entity/Q6260755,Q6260755,John Thornton Kirkland,death_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q313073,Q313073,Jonathan Edwards,birth_place,Q755250,East Windsor,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117286854 | Q54236 | Q779 | Q951500 | Q30 | Q179997,région de planification du Capitole | comté de Hartford | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q6273778,Q6273778,Jonathan M. Sewall,birth_place,Q54140,Salem,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54076 | Q771 | Q2079909 | Q30 | Q179997,comté d'Essex | Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q6273860,Q6273860,Jonathan Mayhew,death_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q6281952,Q6281952,Joseph Caldwell,death_place,Q671812,Chapel Hill,Q8680,British Empire,Q30,États-Unis,Q145 | Q161885 | Q174193 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | États-Unis,Q145 | Q161885 | Q174193 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | États-Unis,Q507957 | Q1454 | Q2334526 | Q30 | Q8680,comté d'Orange | Caroline du Nord | province de Caroline du Nord | États-Unis | Empire britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q6282594,Q6282594,Joseph Dennie,birth_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q1977412,Q1977412,Joseph Emin,death_place,Q1348,Calcutta,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q2001966,Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q817165 | Q2088496 | Q129286 | Q2001966 | Q1132340 | Q1356,présidence du Bengale | district de Calcutta | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | division de la Présidence | Bengale-Occidental
British Empire/colonial context,http://www.wikidata.org/entity/Q1977412,Q1977412,Joseph Emin,residence,Q1348,Calcutta,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q2001966,Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q817165 | Q2088496 | Q129286 | Q2001966 | Q1132340 | Q1356,présidence du Bengale | district de Calcutta | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | division de la Présidence | Bengale-Occidental
British Empire/colonial context,http://www.wikidata.org/entity/Q6283564,Q6283564,Joseph Green,birth_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q376529,Q376529,Josiah Quincy II,birth_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q1646391,Q1646391,Josiah Quincy III,birth_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q1646391,Q1646391,Josiah Quincy III,work_location,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q44922,Q44922,Judith Sargent Murray,birth_place,Q49156,Gloucester,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54076 | Q771 | Q2079909 | Q30 | Q179997,comté d'Essex | Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q6395006,Q6395006,Keshavashram,death_place,Q7498249,Shirali,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668,Inde,Q129286 | Q1775277 | Q668 | Q8680,Raj britannique | Union indienne | Inde | Empire britannique,Q129286 | Q1775277 | Q668 | Q8680,Raj britannique | Union indienne | Inde | Empire britannique,Q579205 | Q3374892 | Q2627082 | Q891827 | Q815447 | Q668 | Q129286 | Q2001966 | Q1185,Uttara Kannada | Mysore State | État de Bombay | présidence de Bombay | Division de Belgaum | Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Karnataka
British Empire/colonial context,http://www.wikidata.org/entity/Q6403425,Q6403425,Khwaja Haidar Ali Aatish,birth_place,Q1353,Delhi,Q129286 | Q8680,British Raj | British Empire,Q668 | Q129286 | Q33296 | Q373650 | Q229411 | Q18608788 | Q24897370 | Q12432642,Inde | Raj britannique | Empire moghol | empire suri | Sultanat de Delhi | Sultânat Ghûryd | Chahamanas of Shakambhari | Tomaras of Delhi,Q229411 | Q668 | Q8680,Sultanat de Delhi | Inde | Empire britannique,Q12432642 | Q129286 | Q18608788 | Q229411 | Q24897370 | Q33296 | Q373650 | Q668 | Q8680,Tomaras of Delhi | Raj britannique | Sultânat Ghûryd | Sultanat de Delhi | Chahamanas of Shakambhari | Empire moghol | empire suri | Inde | Empire britannique,Q9357528 | Q129286 | Q33296 | Q229411 | Q668,territoire de la Capitale nationale de Delhi | Raj britannique | Empire moghol | Sultanat de Delhi | Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q6403425,Q6403425,Khwaja Haidar Ali Aatish,death_place,Q47916,Lucknow,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q33296 | Q167134 | Q229411 | Q373650 | Q18129046 | Q2001966,Inde | Raj britannique | Empire moghol | Sultanat de Jaunpur | Sultanat de Delhi | empire suri | État d'Oudh | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q33296 | Q668 | Q8680,Raj britannique | Empire moghol | Inde | Empire britannique,Q129286 | Q167134 | Q18129046 | Q2001966 | Q229411 | Q33296 | Q373650 | Q668 | Q8680,Raj britannique | Sultanat de Jaunpur | État d'Oudh | domination de la Compagnie britannique des Indes orientales en Inde | Sultanat de Delhi | Empire moghol | empire suri | Inde | Empire britannique,Q1773416 | Q18129046 | Q2483390 | Q3634604 | Q7889082 | Q2160037 | Q138521 | Q1498 | Q129286 | Q1775277,district de Lucknow | État d'Oudh | Division de Lucknow | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | Provinces du Nord-Ouest | Uttar Pradesh | Raj britannique | Union indienne
British Empire/colonial context,http://www.wikidata.org/entity/Q6551989,Q6551989,Kunchan Nambiar,birth_place,Q1006240,Palakkad,Q129286 | Q8680,British Raj | British Empire,Q668,Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q1535742 | Q239462 | Q1186 | Q1772596 | Q2618458 | Q668 | Q129286,Palakkad | District de Malabar | Kerala | Présidence de Madras | État de Madras | Inde | Raj britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q3694580,Q3694580,K̲h̲vājah Mīr Dard,birth_place,Q2543287,Malihabad,Q129286 | Q8680,British Raj | British Empire,Q668,Inde,Q129286 | Q33296 | Q668 | Q8680,Raj britannique | Empire moghol | Inde | Empire britannique,Q129286 | Q33296 | Q668 | Q8680,Raj britannique | Empire moghol | Inde | Empire britannique,Q1773416 | Q18129046 | Q2483390 | Q3634604 | Q7889082 | Q2160037 | Q138521 | Q1498 | Q129286 | Q1775277,district de Lucknow | État d'Oudh | Division de Lucknow | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | Provinces du Nord-Ouest | Uttar Pradesh | Raj britannique | Union indienne
British Empire/colonial context,http://www.wikidata.org/entity/Q3694580,Q3694580,K̲h̲vājah Mīr Dard,death_place,Q1353,Delhi,Q129286 | Q8680,British Raj | British Empire,Q668 | Q129286 | Q33296 | Q373650 | Q229411 | Q18608788 | Q24897370 | Q12432642,Inde | Raj britannique | Empire moghol | empire suri | Sultanat de Delhi | Sultânat Ghûryd | Chahamanas of Shakambhari | Tomaras of Delhi,Q229411 | Q668 | Q8680,Sultanat de Delhi | Inde | Empire britannique,Q12432642 | Q129286 | Q18608788 | Q229411 | Q24897370 | Q33296 | Q373650 | Q668 | Q8680,Tomaras of Delhi | Raj britannique | Sultânat Ghûryd | Sultanat de Delhi | Chahamanas of Shakambhari | Empire moghol | empire suri | Inde | Empire britannique,Q9357528 | Q129286 | Q33296 | Q229411 | Q668,territoire de la Capitale nationale de Delhi | Raj britannique | Empire moghol | Sultanat de Delhi | Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q25611915,Q25611915,Lala Tik Chand,death_place,Q1353,Delhi,Q129286 | Q8680,British Raj | British Empire,Q668 | Q129286 | Q33296 | Q373650 | Q229411 | Q18608788 | Q24897370 | Q12432642,Inde | Raj britannique | Empire moghol | empire suri | Sultanat de Delhi | Sultânat Ghûryd | Chahamanas of Shakambhari | Tomaras of Delhi,Q229411 | Q668 | Q8680,Sultanat de Delhi | Inde | Empire britannique,Q12432642 | Q129286 | Q18608788 | Q229411 | Q24897370 | Q33296 | Q373650 | Q668 | Q8680,Tomaras of Delhi | Raj britannique | Sultânat Ghûryd | Sultanat de Delhi | Chahamanas of Shakambhari | Empire moghol | empire suri | Inde | Empire britannique,Q9357528 | Q129286 | Q33296 | Q229411 | Q668,territoire de la Capitale nationale de Delhi | Raj britannique | Empire moghol | Sultanat de Delhi | Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q1664504,Q1664504,Lallu Lal,birth_place,Q42941,Agra,Q129286 | Q8680,British Raj | British Empire,Q668 | Q33296 | Q129286 | Q229411,Inde | Empire moghol | Raj britannique | Sultanat de Delhi,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q229411 | Q33296 | Q668 | Q8680,Raj britannique | Sultanat de Delhi | Empire moghol | Inde | Empire britannique,Q606343 | Q41277 | Q3634604 | Q7889082 | Q2160037 | Q138521 | Q1498 | Q129286 | Q1775277,district d'Agra | division d'Agra | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | Provinces du Nord-Ouest | Uttar Pradesh | Raj britannique | Union indienne
British Empire/colonial context,http://www.wikidata.org/entity/Q1664504,Q1664504,Lallu Lal,death_place,Q1348,Calcutta,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q2001966,Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q817165 | Q2088496 | Q129286 | Q2001966 | Q1132340 | Q1356,présidence du Bengale | district de Calcutta | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | division de la Présidence | Bengale-Occidental
British Empire/colonial context,http://www.wikidata.org/entity/Q3347988,Q3347988,Lalon,birth_place,Q2188750,Jhenaidah,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q902,Bangladesh,Q129286 | Q843 | Q8680 | Q902,Raj britannique | Pakistan | Empire britannique | Bangladesh,Q129286 | Q843 | Q8680 | Q902,Raj britannique | Pakistan | Empire britannique | Bangladesh,Q501696 | Q902 | Q842931 | Q817165 | Q129286 | Q2001966,Khulna | Bangladesh | Pakistan oriental | présidence du Bengale | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q52154316,Q52154316,Lemuel Hopkins,birth_place,Q49178,Waterbury,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117286946 | Q54234 | Q779 | Q951500 | Q30 | Q179997,Vallée de Naugatuck | comté de New Haven | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q456454,Q456454,Lyman Beecher,birth_place,Q49145,New Haven,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117287005 | Q54234 | Q779 | Q951500 | Q30 | Q179997,Connecticut du Centre-Sud | comté de New Haven | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q6732616,Q6732616,Mah Laqa Bai,birth_place,Q200713,Aurangābād,Q129286 | Q8680,British Raj | British Empire,Q668,Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q592942 | Q400998 | Q33296 | Q1240096 | Q774452 | Q2627082 | Q4494730 | Q129286 | Q1191 | Q668 | Q1775277,district de Chhatrapati Sambhajinagar | sultanat d'Ahmadnagar | Empire moghol | principauté d'Hyderābād | Division d'Aurangabad | État de Bombay | État d'Hyderabad | Raj britannique | Maharashtra | Inde | Union indienne
British Empire/colonial context,http://www.wikidata.org/entity/Q6732616,Q6732616,Mah Laqa Bai,death_place,Q1361,Hyderabad,Q129286 | Q8680,British Raj | British Empire,Q668 | Q19805959 | Q33296 | Q1240096,Inde | Sultanat de Golconde | Empire moghol | principauté d'Hyderābād,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q1240096 | Q129286 | Q19805959 | Q33296 | Q668 | Q8680,principauté d'Hyderābād | Raj britannique | Sultanat de Golconde | Empire moghol | Inde | Empire britannique,Q15340 | Q67906082 | Q4494730 | Q1240096 | Q19805959 | Q1159 | Q677037 | Q1775277 | Q668 | Q129286,district d'Hyderabad | Andhra Pradesh (1956–2014) | État d'Hyderabad | principauté d'Hyderābād | Sultanat de Golconde | Andhra Pradesh | Telangana | Union indienne | Inde | Raj britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q175700,Q175700,Maharaja Chandu Lal,birth_place,Q593193,Burhanpur,Q129286 | Q8680,British Raj | British Empire,Q668 | Q129286 | Q83618 | Q33296,Inde | Raj britannique | Empire marathe | Empire moghol,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q33296 | Q668 | Q83618 | Q8680,Raj britannique | Empire moghol | Inde | Empire marathe | Empire britannique,Q1188 | Q5061723 | Q521864 | Q668 | Q129286,Madhya Pradesh | Central Provinces and Berar | Central Provinces | Inde | Raj britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q175700,Q175700,Maharaja Chandu Lal,death_place,Q1361,Hyderabad,Q129286 | Q8680,British Raj | British Empire,Q668 | Q19805959 | Q33296 | Q1240096,Inde | Sultanat de Golconde | Empire moghol | principauté d'Hyderābād,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q1240096 | Q129286 | Q19805959 | Q33296 | Q668 | Q8680,principauté d'Hyderābād | Raj britannique | Sultanat de Golconde | Empire moghol | Inde | Empire britannique,Q15340 | Q67906082 | Q4494730 | Q1240096 | Q19805959 | Q1159 | Q677037 | Q1775277 | Q668 | Q129286,district d'Hyderabad | Andhra Pradesh (1956–2014) | État d'Hyderabad | principauté d'Hyderābād | Sultanat de Golconde | Andhra Pradesh | Telangana | Union indienne | Inde | Raj britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q12445871,Q12445871,Mahmud Gami,birth_place,Q5299033,Doru Shahabad,Q129286,British Raj,Q668,Inde,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q668,Raj britannique | Inde,Q2982349 | Q3712126 | Q66278313 | Q1180 | Q2571484,district d'Anantnag | division du Cachemire | Jammu-et-Cachemire
British Empire/colonial context,http://www.wikidata.org/entity/Q6754383,Q6754383,Mar Dionysius II,birth_place,Q2234522,Kunnamkulam,Q129286,British Raj,Q668,Inde,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q668,Raj britannique | Inde,Q2429655 | Q1186 | Q1538311 | Q150056 | Q668,Thrissur | Kerala | Travancore-Cochin | État de Cochin | Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q6754383,Q6754383,Mar Dionysius II,death_place,Q659887,Kottayam,Q129286,British Raj,Q668,Inde,Q129286 | Q1775277 | Q668,Raj britannique | Union indienne | Inde,Q129286 | Q1775277 | Q668,Raj britannique | Union indienne | Inde,Q1353354 | Q1186 | Q1538311 | Q150058 | Q668,Kottayam | Kerala | Travancore-Cochin | Travancore | Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q2835213,Q2835213,Mariana Starke,birth_place,Q1352,Madras,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q2001966 | Q129286,Inde | domination de la Compagnie britannique des Indes orientales en Inde | Raj britannique,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q15116 | Q1445 | Q2618458 | Q1772596 | Q668 | Q129286,district de Madras | Tamil Nadu | État de Madras | Présidence de Madras | Inde | Raj britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q6779764,Q6779764,Mary Hemings,birth_place,Q337348,comté de Charles City,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q1370 | Q1070529 | Q30 | Q179997 | Q161885,Virginie | Colonie de Virginie | États-Unis | Treize colonies | royaume de Grande-Bretagne
