wikidata_id,name,candidate_affiliation,possible_box_count,citizenship_support,native_language_support,spoken_written_language_support,writing_language_support,checked_box_count,score_share
http://www.wikidata.org/entity/Q3818171,Abou El Kacem Zayani,Arabic,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q5541955,Abraham Achrenius,Finnish,2,False,True,True,False,2,1.0
http://www.wikidata.org/entity/Q47536197,Abraham Bishop,Anglophone,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q16204742,Abraham Booth,British,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q4669279,Abraham De Vries,Dutch,3,True,True,True,False,3,1.0
http://www.wikidata.org/entity/Q2221432,Abraham Ferwerda,Dutch,3,True,True,True,False,3,1.0
http://www.wikidata.org/entity/Q61813,Abraham Gotthelf Kästner,German,3,True,False,True,True,3,1.0
http://www.wikidata.org/entity/Q61813,Abraham Gotthelf Kästner,Germany,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q106806849,Abraham Groenewoud,Dutch,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q21543042,Abraham Gronov,Dutch,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q5818751,Abraham Hülphers,Swedish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q5897880,Abraham Kall,Danish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q26719533,Abraham Louis Barbaz,Dutch,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q330248,Abraham Ludwig Michell,Swiss,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q330454,Abraham Niclas Edelcrantz,Swedish,3,True,True,True,False,3,1.0
http://www.wikidata.org/entity/Q2821859,Abraham Tucker,British,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q102752,Abraham Wieling,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q102752,Abraham Wieling,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q2909560,Abraham ben Jehiel Michal Danzig,Germany,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q2909560,Abraham ben Jehiel Michal Danzig,Hebrew,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q4669276,Abraham de Haen,Dutch,3,True,True,True,False,3,1.0
http://www.wikidata.org/entity/Q330879,Abraham von Humbert,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q330879,Abraham von Humbert,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q330879,Abraham von Humbert,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q56676172,Abu Ali al-Haeri,Arabic,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q56676172,Abu Ali al-Haeri,Ottoman,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q56676172,Abu Ali al-Haeri,Persian,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q6400246,Abu al-Qasim Qomi,Arabic,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q6400246,Abu al-Qasim Qomi,Persian,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q42279499,Abu-'l-Barakāt ʿAbdallāh Ibn-Ḥusain as- Suwaidī,Arabic,3,False,False,True,False,1,0.3333
http://www.wikidata.org/entity/Q42279499,Abu-'l-Barakāt ʿAbdallāh Ibn-Ḥusain as- Suwaidī,Ottoman,3,True,False,True,True,3,1.0
http://www.wikidata.org/entity/Q124743621,Abū alṣaafāʼ alshaaākir,Arabic,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q348736,Adam Benedict Spitzner,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q348736,Adam Benedict Spitzner,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q99592,Adam Brand,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q99592,Adam Brand,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q348861,Adam Brendel,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q348861,Adam Brendel,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q482197,Adam Chalupka,Slovak,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q342889,Adam Czartoryski,Polish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q342889,Adam Czartoryski,Russian,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q95548,Adam Elias von Siebold,German,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q95548,Adam Elias von Siebold,Germany,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q183094,Adam Ferguson,Anglophone,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q183094,Adam Ferguson,British,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q349372,Adam František Kollár,Hungarian,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q24259181,Adam Friedrich Geisler,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q55123604,Adam Friedrich Gotthelf Baumgärtner,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q55123604,Adam Friedrich Gotthelf Baumgärtner,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q349416,Adam Friedrich Koch,German,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q349416,Adam Friedrich Koch,Germany,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q349537,Adam Gottfried Uhlich,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q349537,Adam Gottfried Uhlich,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q55124354,Adam Gottlieb Gebhardt,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q12300516,Adam Gottlob Detlev von Moltke,Danish,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q12300516,Adam Gottlob Detlev von Moltke,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q12300516,Adam Gottlob Detlev von Moltke,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q161615,Adam Gottlob Schirach,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q349948,Adam Kazimierz Czartoryski,Polish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q9139804,Adam Korczyński,Polish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q9140608,Adam Labecki,Polish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q9139955,Adam Malczewski,Polish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q95283934,Adam Powstański,Polish,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q95283934,Adam Powstański,Russian,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q97042836,Adam Siemaszko,Polish,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q9381,Adam Smith,Anglophone,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q9381,Adam Smith,British,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q350504,Adam Stanisław Naruszewicz,Polish,3,True,False,True,True,3,1.0
http://www.wikidata.org/entity/Q24263105,Adam Turno,Polish,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q4679934,Adam Walker,British,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q4394258,Adam Wawrzyniec Rzewuski,Polish,3,True,False,True,True,3,1.0
http://www.wikidata.org/entity/Q159481,Adam Weishaupt,German,2,False,False,True,True,2,1.0
http://www.wikidata.org/entity/Q78785,Adam von Bartsch,Austrian/Habsburg,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q78785,Adam von Bartsch,French,3,False,False,True,False,1,0.3333
http://www.wikidata.org/entity/Q78785,Adam von Bartsch,German,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q319635,Adamántios Koraïs,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q319635,Adamántios Koraïs,French,3,False,False,True,False,1,0.3333
http://www.wikidata.org/entity/Q319635,Adamántios Koraïs,Greek,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q319635,Adamántios Koraïs,Ottoman,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q131100580,Adelheid Busch,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q16369846,Adeodatus Babik,Armenian,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q62391233,Adine Joliveau de Ségrais,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q62391233,Adine Joliveau de Ségrais,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q121870,Adolf Friedrich von Reinhard,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q121870,Adolf Friedrich von Reinhard,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q61719359,Adolf Julius Freiherr Lauer von Münchhofen,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q73359,Adolf Müllner,German,4,False,True,True,True,3,0.75
http://www.wikidata.org/entity/Q73359,Adolf Müllner,Germany,4,True,False,False,False,1,0.25
http://www.wikidata.org/entity/Q1539931,Adolf Wagner,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q1539931,Adolf Wagner,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q365275,Adolph Bogislav Grulich,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q365275,Adolph Bogislav Grulich,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q12300583,Adolph Gotthard Carstens,Danish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q106520650,Adolph Heinrich Meltzer,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q213681,Adolph Knigge,German,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q213681,Adolph Knigge,Germany,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q365958,Adolphine von Werdeck,German,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q365958,Adolphine von Werdeck,Germany,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q4684780,Adriaan Pieterszoon Loosjes,Dutch,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q4684788,Adriaan Van der Willigen,Dutch,3,True,True,True,False,3,1.0
http://www.wikidata.org/entity/Q55902342,Adriaan van Solingen,Dutch,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q15720278,Adrian Doubrowsky,Russian,3,True,False,True,True,3,1.0
http://www.wikidata.org/entity/Q55194134,Adrian Grob,Swiss,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q4148940,Adrian Moiseevich Gribovsky,Russian,3,True,False,True,True,3,1.0
http://www.wikidata.org/entity/Q107618589,Adrianus Bruggemans,Dutch,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q107618589,Adrianus Bruggemans,French,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q107618589,Adrianus Bruggemans,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q107618833,Adrianus van Assendelft,Dutch,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q2825164,Adrien Duquesnoy,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q2825164,Adrien Duquesnoy,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q100894221,Adrien François d'Huez,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q100894221,Adrien François d'Huez,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q2825236,Adrien Pasquier,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q2825236,Adrien Pasquier,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q2825250,Adrien Quiret de Margency,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q2825250,Adrien Quiret de Margency,French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q2825256,Adrien Richer,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q2825256,Adrien Richer,French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q55910728,Adrien Simon Boy,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q55910728,Adrien Simon Boy,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q2825302,Adrien de La Vieuville de Vignacourt,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q2825302,Adrien de La Vieuville de Vignacourt,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q377307,Adrien de Lezay-Marnésia,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q377307,Adrien de Lezay-Marnésia,French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q18117862,Adrien de Sarrazin,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q18117862,Adrien de Sarrazin,French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q50819148,Adrien Égron,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q50819148,Adrien Égron,French,3,False,True,True,False,2,0.6667
http://www.wikidata.org/entity/Q2825098,Adrien-Joseph Le Valois d'Orville,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q2825098,Adrien-Joseph Le Valois d'Orville,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q191021,Adrien-Marie Legendre,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q191021,Adrien-Marie Legendre,French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q2825103,Adrien-Michel-Hyacinthe Blin de Sainmore,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q2825103,Adrien-Michel-Hyacinthe Blin de Sainmore,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q2825105,Adrien-Nicolas La Salle,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q2825105,Adrien-Nicolas La Salle,French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q56452221,Adrienne-Madeleine Dusillet,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q56452221,Adrienne-Madeleine Dusillet,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q2825464,Adélaïde Gory-Decour,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q2825464,Adélaïde Gory-Decour,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q589562,Adélaïde de Souza,France,4,True,False,False,False,1,0.25
http://www.wikidata.org/entity/Q589562,Adélaïde de Souza,French,4,False,True,True,True,3,0.75
http://www.wikidata.org/entity/Q2825463,Adélaïde-Gillette Dufrénoy,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q2825463,Adélaïde-Gillette Dufrénoy,French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q88290947,Adélaïde-Isabelle-Jeanne Vivien Deschampsy,France,4,True,False,False,False,1,0.25
http://www.wikidata.org/entity/Q88290947,Adélaïde-Isabelle-Jeanne Vivien Deschampsy,French,4,False,True,True,True,3,0.75
http://www.wikidata.org/entity/Q99767518,Adélaïde-Marie-Anne Moitte,France,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q99767518,Adélaïde-Marie-Anne Moitte,French,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q18533717,"Adélaïde-Paule-Françoise de La Fare, comtesse de La Boutetière de Saint-Mars",France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q18533717,"Adélaïde-Paule-Françoise de La Fare, comtesse de La Boutetière de Saint-Mars",French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q107619276,Aegidius van Hoven,Dutch,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q55126612,Aemil Ludwig Philipp Schröder,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q55892269,Aemilian Janitsch,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q124620578,Aeneas Egbertus Veldcamps,Dutch,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q4264852,Afanasiy Lobysevich,Russian,3,True,False,True,True,3,1.0
http://www.wikidata.org/entity/Q16329078,Agapios Landos,Arabic,3,False,False,True,False,1,0.3333
http://www.wikidata.org/entity/Q16329078,Agapios Landos,Greek,3,False,True,True,False,2,0.6667
http://www.wikidata.org/entity/Q16329078,Agapios Landos,Italian,3,True,False,True,False,2,0.6667
http://www.wikidata.org/entity/Q4691501,Agatha Lovisa de la Myle,Finnish,3,False,False,True,False,1,0.3333
http://www.wikidata.org/entity/Q4691501,Agatha Lovisa de la Myle,German,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q4691501,Agatha Lovisa de la Myle,Russian,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q4691501,Agatha Lovisa de la Myle,Swedish,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q49219472,Aglaé Adanson,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q49219472,Aglaé Adanson,French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q16147344,Agnes Bulmer,Anglophone,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q16147344,Agnes Bulmer,British,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q18729931,Agnes Lyon,British,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q4693079,Agnes Maclehose,British,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q18783542,Agnes Porter,Anglophone,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q18783542,Agnes Porter,British,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q18935963,Agnes Wheeler,British,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q55905788,Agnes zu Stolberg-Stolberg,German,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q2827000,Agnès Maria Bennett,Anglophone,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q2827000,Agnès Maria Bennett,British,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q16271474,Agostino Chigi Albani della Rovere,Italian,3,True,False,True,True,3,1.0
http://www.wikidata.org/entity/Q3606801,Agostino Paradisi,Italian,2,False,False,True,True,2,1.0
http://www.wikidata.org/entity/Q15629896,Agostino Peruzzi,Italian,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q110878529,Agostino Saraceni,Italian,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q3606828,Agostino Tana,Italian,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q3606739,Agostino dal Pozzo,Italian,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q124751042,Agošt Peter Lutarič,Germany,1,True,False,False,False,1,1.0
http://www.wikidata.org/entity/Q2827140,Agricol-Joseph Fortia d'Urban,France,3,True,False,False,False,1,0.3333
http://www.wikidata.org/entity/Q2827140,Agricol-Joseph Fortia d'Urban,French,3,False,False,True,True,2,0.6667
http://www.wikidata.org/entity/Q12252869,Agustin Basterretxea,Basque,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q12252869,Agustin Basterretxea,Spanish,2,True,False,False,False,1,0.5
http://www.wikidata.org/entity/Q11904399,Agustí Eura,Catalan,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q11904399,Agustí Eura,Spanish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q17301901,Agustí Torres,Catalan,2,False,False,True,False,1,0.5
http://www.wikidata.org/entity/Q17301901,Agustí Torres,Spanish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q67152406,Agustín Antonio Minuart,Spanish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q3325078,Agustín Cardaberaz,Basque,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q3325078,Agustín Cardaberaz,Spanish,1,False,False,True,False,1,1.0
http://www.wikidata.org/entity/Q5660660,Agustín García Arrieta,Spanish,2,True,False,True,False,2,1.0
http://www.wikidata.org/entity/Q5660819,Agustín Pomposo Fernández,Spanish,1,False,False,True,False,1,1.0
