token_family,token_id,token_label,token_wikidata_url,occurrence_count,entity_count,place_count,example_places,example_names
direct_country,Q17,Japon,https://www.wikidata.org/wiki/Q17,139,88,76,Aizuma | Aoyama | Chōkoku-ji Temple (Nagano) | Denma-cho prison | Edo | Fukagawa | Furuseki | Gion,Akera Kankō | Akisato Ritō | Aoki Kon’yō | Ban Kōkei | Carl Peter Thunberg | Chiyo-ni | Hagiwara Sōko | Hakuin Ekaku
admin_country,Q17,Japon,https://www.wikidata.org/wiki/Q17,137,91,78,Aizuma | Aoyama | Changgyeonggung | Chōkoku-ji Temple (Nagano) | Denma-cho prison | Edo | Fukagawa | Furuseki,Akera Kankō | Akisato Ritō | Aoki Kon’yō | Ban Kōkei | Carl Peter Thunberg | Chiyo-ni | Hagiwara Sōko | Hakuin Ekaku
direct_country,Q20,Norvège,https://www.wikidata.org/wiki/Q20,89,52,57,Arendal | Bergen | Bokn | Bremanger | Christiania | Christiansand | Davik | Drammen,Anders Rognaldsen Ness | Bendix Djurhuus Prahl | Christen Pram | Christian Braunmann Tullin | Christian Ludwig Brau | Christiane Koren | Cille Gad | Claus Fasting
admin_country,Q20,Norvège,https://www.wikidata.org/wiki/Q20,88,52,56,Arendal | Bergen | Bokn | Bremanger | Christiania | Christiansand | Davik | Drammen,Anders Rognaldsen Ness | Bendix Djurhuus Prahl | Christen Pram | Christian Braunmann Tullin | Christian Ludwig Brau | Christiane Koren | Cille Gad | Claus Fasting
direct_country,Q43,Turquie,https://www.wikidata.org/wiki/Q43,78,60,56,Alanya | Amasya | Asie mineure | Aydın | Ağrı | Bademli | Bandırma | Bartın,Ahmad Asim | Ahmet Efendi Dürri | Anna Larpent | Aşık Üzeyir | Bandırmalı Hamit Efendi | Bekri Mustafa Pascha | Bostancıbaşı Hafız İsmail Pasha | Darendeli Cebecizade Mehmed Pasha
admin_country,Q43,Turquie,https://www.wikidata.org/wiki/Q43,76,58,54,Alanya | Amasya | Aydın | Ağrı | Bademli | Bandırma | Bartın | Bitlis,Ahmad Asim | Ahmet Efendi Dürri | Aşık Üzeyir | Bandırmalı Hamit Efendi | Bekri Mustafa Pascha | Bostancıbaşı Hafız İsmail Pasha | Darendeli Cebecizade Mehmed Pasha | Dertli
admin_country,Q200464,Empire colonial portugais,https://www.wikidata.org/wiki/Q200464,58,38,26,Ajumako | Ambaca | Axim | Bahia | Barcelos | Belém | Brasilia | Campos dos Goytacazes,André de Barros | Anton Wilhelm Amo | António Dinis da Cruz e Silva | António José da Silva | Antônio Ferreira França | Antônio Gomes Ferreira de Castilho | Bárbara Heliodora | Carlos de São Francisco
direct_country,Q33,Finlande,https://www.wikidata.org/wiki/Q33,58,35,46,Académie royale d'Åbo | Eura | Gamlakarleby | Haapajärvi | Iitti | Ilmajoki | Jomala | Kalajoki,Abraham Achrenius | Agatha Lovisa de la Myle | Anders Chydenius | Antti Lizelius | August Nordenskiöld | Bernhard Henrik Crusell | Brita Sidonia Gadd | Carl Fredric Nordenskiöld le jeune
admin_country,Q33,Finlande,https://www.wikidata.org/wiki/Q33,57,34,45,Académie royale d'Åbo | Eura | Haapajärvi | Iitti | Ilmajoki | Jomala | Kalajoki | Kangasala,Abraham Achrenius | Agatha Lovisa de la Myle | Antti Lizelius | August Nordenskiöld | Bernhard Henrik Crusell | Brita Sidonia Gadd | Carl Fredric Nordenskiöld le jeune | Catharina Charlotta Swedenmarck
direct_country,Q155,Brésil,https://www.wikidata.org/wiki/Q155,57,37,23,Bahia | Barcelos | Belém | Brasilia | Brésil | Campos dos Goytacazes | Itaparica | Mariana,André de Barros | António Dinis da Cruz e Silva | António José da Silva | Antônio Ferreira França | Antônio Gomes Ferreira de Castilho | Bárbara Heliodora | Carlos de São Francisco | Cláudio Manuel da Costa
direct_country,Q96,Mexique,https://www.wikidata.org/wiki/Q96,57,38,28,Asientos | Atlixco | Celaya | Chiapa de Corzo | Ciudad Victoria | Cunduacán | Guadalajara | Guanajuato,Agustín Pomposo Fernández | Andrés Cavo | Andrés Manuel del Río | Antonio María de Bucareli y Ursúa | Antonio de León y Gama | Bruno Francisco Larrañaga | Cayetano Cabrera y Quintero | Diego Bermúdez de Castro
admin_country,Q96,Mexique,https://www.wikidata.org/wiki/Q96,56,37,27,Asientos | Atlixco | Celaya | Chiapa de Corzo | Ciudad Victoria | Cunduacán | Guadalajara | Guanajuato,Agustín Pomposo Fernández | Andrés Cavo | Andrés Manuel del Río | Antonio María de Bucareli y Ursúa | Antonio de León y Gama | Bruno Francisco Larrañaga | Cayetano Cabrera y Quintero | Diego Bermúdez de Castro
admin_country,Q155,Brésil,https://www.wikidata.org/wiki/Q155,54,35,22,Bahia | Barcelos | Belém | Brasilia | Campos dos Goytacazes | Itaparica | Mariana | Niterói,André de Barros | António Dinis da Cruz e Silva | António José da Silva | Antônio Ferreira França | Antônio Gomes Ferreira de Castilho | Bárbara Heliodora | Carlos de São Francisco | Cláudio Manuel da Costa
direct_country,Q224,Croatie,https://www.wikidata.org/wiki/Q224,52,36,41,Barban | Brdovec | Brist | Cesarska Ves | Dalmatie | Davor | Ivanić-Grad | Jastrebarsko,Adam Alojzij Baričević | Andrija Dorotić | Andrija Jambrešić | Andrija Kačić Miošić | Antal Nagy | Antun Kanižlić | Antun Vranić | Bernardin Leaković
admin_country,Q224,Croatie,https://www.wikidata.org/wiki/Q224,50,35,39,Barban | Brdovec | Brist | Cesarska Ves | Davor | Ivanić-Grad | Jastrebarsko | Karlovac,Adam Alojzij Baričević | Andrija Dorotić | Andrija Jambrešić | Andrija Kačić Miošić | Antal Nagy | Antun Kanižlić | Antun Vranić | Bernardin Leaković
admin_country,Q794,Iran,https://www.wikidata.org/wiki/Q794,49,34,25,Bojnourd | Chiraz | Chouchtar | Damghan | Darreh Bagh | Golestan | Hajji Qushan | Hamadan,Abd al-Razzak Beg | Abu al-Qasim Qomi | Adeodatus Babik | Ahmad Naraqi | Ahmad al-Muhsini | Amir Oghli | Arif Tabrizi | Azar Bigdeli
direct_country,Q794,Iran,https://www.wikidata.org/wiki/Q794,49,34,25,Bojnourd | Chiraz | Chouchtar | Damghan | Darreh Bagh | Golestan | Hajji Qushan | Hamadan,Abd al-Razzak Beg | Abu al-Qasim Qomi | Adeodatus Babik | Ahmad Naraqi | Ahmad al-Muhsini | Amir Oghli | Arif Tabrizi | Azar Bigdeli
direct_country,Q881,Vietnam,https://www.wikidata.org/wiki/Q881,42,29,19,Bắc Ninh | Hanoï | Haïphong | Hoàng Liệt | Huế | Hà Nam | Hà Tĩnh | Hải Dương,Bá Lân Nguyễn | Ho Si Dong | Hồ Xuân Hương | Lê Ngọc Hân | Lê Quý Đôn | Nguyễn Du | Nguyễn Khản | Nguyễn Thị Ngọc Diễm
direct_country,Q211,Lettonie,https://www.wikidata.org/wiki/Q211,40,30,23,Apriķi | Augstkalne | Cesvaine | Courlande | Dagda | Grobiņa | Iecava | Ikšķile,Alexander Johann Stender | Benigna Gottlieb von Trotha gt Treyden | Carl August Kütner | Casimir Ulrich Boehlendorff | Christian Friedrich Launitz | Christian Wilhelm Brockhusen | Christoph Friedrich Neander | Christoph Reinhold Girgensohn
admin_country,Q211,Lettonie,https://www.wikidata.org/wiki/Q211,39,29,22,Apriķi | Augstkalne | Cesvaine | Courlande | Dagda | Grobiņa | Iecava | Ikšķile,Alexander Johann Stender | Benigna Gottlieb von Trotha gt Treyden | Carl August Kütner | Casimir Ulrich Boehlendorff | Christian Friedrich Launitz | Christian Wilhelm Brockhusen | Christoph Friedrich Neander | Christoph Reinhold Girgensohn
admin_country,Q881,Vietnam,https://www.wikidata.org/wiki/Q881,39,27,16,Bắc Ninh | Hanoï | Haïphong | Huế | Hà Nam | Hà Tĩnh | Hải Dương | Lương Tài,Bá Lân Nguyễn | Ho Si Dong | Hồ Xuân Hương | Lê Ngọc Hân | Lê Quý Đôn | Nguyễn Du | Nguyễn Khản | Nguyễn Án
direct_country,Q184,Biélorussie,https://www.wikidata.org/wiki/Q184,32,31,27,Bahdanava | Bienica | Biélorussie | Bykhaw | Chklow | Dziatlava | Dzitryki | Horsplia,Adam Stanisław Naruszewicz | Anna Olimpia Mostowska | Anselm Eckart | Baruch Schick of Shklov | Fabian Sakowicz | Francesco Angiolini | Franciszka Urszula Wiśniowiecki | Ignacy Bykowski
direct_country,Q2597352,Royaume de Norvège,https://www.wikidata.org/wiki/Q2597352,32,25,6,Bergen | Christiania | Christiansand | Oslo | Q137661465 | Stavanger,Bendix Djurhuus Prahl | Christian Braunmann Tullin | Cille Gad | Claus Fasting | Claus Pavels | Ditlevine Feddersen | Enevold de Falsen | Frederik Schmidt
direct_country,Q62651,royaume de Danemark et de Norvège,https://www.wikidata.org/wiki/Q62651,32,25,6,Bergen | Christiania | Christiansand | Oslo | Q137661465 | Stavanger,Bendix Djurhuus Prahl | Christian Braunmann Tullin | Cille Gad | Claus Fasting | Claus Pavels | Ditlevine Feddersen | Enevold de Falsen | Frederik Schmidt
admin_country,Q217230,empire du Brésil,https://www.wikidata.org/wiki/Q217230,30,22,7,Mariana | Ouro Preto | Rio de Janeiro | Serro | São Gonçalo do Sapucaí | São João del-Rei | Tiradentes,André de Barros | António Dinis da Cruz e Silva | António José da Silva | Bárbara Heliodora | Carlos de São Francisco | Cláudio Manuel da Costa | Domingos Caldas Barbosa | Domingos Vidal Barbosa Lage
direct_country,Q62589,Suède-Norvège,https://www.wikidata.org/wiki/Q62589,29,24,4,Bergen | Christiania | Oslo | Stavanger,Bendix Djurhuus Prahl | Christian Braunmann Tullin | Cille Gad | Claus Fasting | Claus Pavels | Ditlevine Feddersen | Enevold de Falsen | Frederik Schmidt
direct_country,Q796,Irak,https://www.wikidata.org/wiki/Q796,29,19,10,Bagdad | Hilla | Irak | Kadhimiya | Kerbala | Kirkouk | Mossoul | Nadjaf,Abdürrezzak Nevres | Abu Ali al-Haeri | Ahmad al-Attar | Alʼuzry | Hassan Qaftan | Hussein Najaf | Jawad Siahpoush | Marouf Nodeyi
admin_country,Q184,Biélorussie,https://www.wikidata.org/wiki/Q184,28,28,25,Bahdanava | Bienica | Bykhaw | Chklow | Dziatlava | Dzitryki | Horsplia | Jasianiec,Adam Stanisław Naruszewicz | Anna Olimpia Mostowska | Anselm Eckart | Baruch Schick of Shklov | Francesco Angiolini | Franciszka Urszula Wiśniowiecki | Ignacy Bykowski | Ignacy Błażej Łopaciński
admin_country,Q796,Irak,https://www.wikidata.org/wiki/Q796,28,18,9,Bagdad | Hilla | Kadhimiya | Kerbala | Kirkouk | Mossoul | Nadjaf | Nassiriya,Abdürrezzak Nevres | Abu Ali al-Haeri | Ahmad al-Attar | Alʼuzry | Hassan Qaftan | Hussein Najaf | Jawad Siahpoush | Marouf Nodeyi
admin_country,Q49683,grand-duché de Lituanie,https://www.wikidata.org/wiki/Q49683,27,26,23,Dagda | Dziatlava | Dzitryki | Horsplia | Jasianiec | Lahišyn | Lapacina | Mala-Jeĺnia,Adam Stanisław Naruszewicz | Anna Olimpia Mostowska | Anselm Eckart | Francesco Angiolini | Franciszka Urszula Wiśniowiecki | Ignacy Bykowski | Ignacy Błażej Łopaciński | Joachim Chreptowicz
direct_country,Q1028,Maroc,https://www.wikidata.org/wiki/Q1028,27,18,12,Agadir | Ahl Tifnoute | Aoulouz | Chefchaouen | Fès | Maroc | Marrakech | Meknès,Abou El Kacem Zayani | Ahmad ibn Ajiba | Ahmad ibn Idris | Al-Bannani | David Hassine | Domingo Badía y Leblich | Hemmou Talb | Mohammed al-Harraq al-Alami
admin_country,Q1028,Maroc,https://www.wikidata.org/wiki/Q1028,25,16,10,Agadir | Ahl Tifnoute | Aoulouz | Chefchaouen | Fès | Marrakech | Meknès | Moulay Brahim,Abou El Kacem Zayani | Ahmad ibn Ajiba | Ahmad ibn Idris | Al-Bannani | David Hassine | Domingo Badía y Leblich | Hemmou Talb | Mohammed al-Harraq al-Alami
admin_country,Q2088324,Brésil colonial,https://www.wikidata.org/wiki/Q2088324,23,18,2,Belém | Rio de Janeiro,André de Barros | António Dinis da Cruz e Silva | António José da Silva | Carlos de São Francisco | Domingos Caldas Barbosa | Domingos Vidal Barbosa Lage | Georg Heinrich von Langsdorff | Inácio José de Alvarenga Peixoto
direct_country,Q843,Pakistan,https://www.wikidata.org/wiki/Q843,23,12,16,Alpuri | Badin | Bahawâlpur | Bhit Shah | Daraza | Hala | Jandiala Sher Khan | Kasur,Bulleh Shah | Farad Faqir | Hafiz Alpuri | Hazrat Khawaja Muhammad Zaman Luari Sharif | Khawaja Khuda Bakhsh Multani | Mir Ali Sir Thattvi | Muhammad Maharvi | Sachal Sarmast
admin_country,Q843,Pakistan,https://www.wikidata.org/wiki/Q843,22,13,16,Alpuri | Badin | Bahawâlpur | Bhit Shah | Daraza | Hala | Jandiala Sher Khan | Jhenaidah,Bulleh Shah | Farad Faqir | Hafiz Alpuri | Hazrat Khawaja Muhammad Zaman Luari Sharif | Khawaja Khuda Bakhsh Multani | Lalon | Mir Ali Sir Thattvi | Muhammad Maharvi
admin_country,Q903779,"Royaume uni de Portugal, du Brésil et des Algarves",https://www.wikidata.org/wiki/Q903779,22,17,1,Rio de Janeiro,André de Barros | António Dinis da Cruz e Silva | António José da Silva | Carlos de São Francisco | Domingos Caldas Barbosa | Domingos Vidal Barbosa Lage | Georg Heinrich von Langsdorff | Inácio José de Alvarenga Peixoto
admin_country,Q227,Azerbaïdjan,https://www.wikidata.org/wiki/Q227,20,15,15,Abdal (Agdam) | Abragunus | Cəhri | Gulabli (Agdam) | Hal (Qubadli) | Kotcharli (Tartar) | Ochakan | Ordubad,Abdurrahman aga Shair | Ahmad bay Hali | Ashig Valeh | Grigor Oshakantsi | Hakob Nagashi Hovnatanyan | Joseph Emin | Mahammadqulu Salik Ordubadi | Molla Penah Vakıf
direct_country,Q419,Pérou,https://www.wikidata.org/wiki/Q419,20,16,7,Cuzco | Lima | Pampacolca District | Pisco | Piura | Pérou | Trujillo,Alonso Carrió de la Vandera | Blas Ostolaza | Francisco del Castillo | Joannes Baptista Oppitz | José Eusebio Llano Zapata | José Manuel Valdés | José Mariano de Aguirre | José Pastor Larrinaga
admin_country,Q218,Roumanie,https://www.wikidata.org/wiki/Q218,19,15,6,Académie princière de Bucarest | Bucarest | Canta | Cernatu de Sus | Corbi | Sibioara,Athanásios Christópoulos | Constantine Karakasis | Demeter Ágota | Dimitrios Karakasis | Gregory Anushyan | John Komnenos Molyvdos | Lambros Photiadis | László Székely
admin_country,Q419,Pérou,https://www.wikidata.org/wiki/Q419,19,15,6,Cuzco | Lima | Pampacolca District | Pisco | Piura | Trujillo,Alonso Carrió de la Vandera | Blas Ostolaza | Francisco del Castillo | Joannes Baptista Oppitz | José Eusebio Llano Zapata | José Manuel Valdés | José Mariano de Aguirre | José Pastor Larrinaga
direct_country,Q227,Azerbaïdjan,https://www.wikidata.org/wiki/Q227,19,14,14,Abdal (Agdam) | Abragunus | Cəhri | Gulabli (Agdam) | Hal (Qubadli) | Kotcharli (Tartar) | Ordubad | Shorot,Abdurrahman aga Shair | Ahmad bay Hali | Ashig Valeh | Hakob Nagashi Hovnatanyan | Joseph Emin | Mahammadqulu Salik Ordubadi | Molla Penah Vakıf | Molla Veli Vidadi
direct_country,Q218,Roumanie,https://www.wikidata.org/wiki/Q218,18,15,5,Bucarest | Canta | Cernatu de Sus | Corbi | Sibioara,Athanásios Christópoulos | Constantine Karakasis | Demeter Ágota | Dimitrios Karakasis | Gregory Anushyan | John Komnenos Molyvdos | Lambros Photiadis | László Székely
direct_country,Q205662,shogunat Tokugawa,https://www.wikidata.org/wiki/Q205662,17,14,1,Edo,Hattori Nankaku | Hōseidō Kisanji | Inoue Kinga | Jippensha Ikku | Kameda Bōsai | Kamo no Mabuchi | Kanai Sanshō | Karai Senryū
admin_country,Q183464,Livonie,https://www.wikidata.org/wiki/Q183464,16,16,2,Jelgava | palais de Jelgava,Alexander Johann Stender | Benigna Gottlieb von Trotha gt Treyden | Carl August Kütner | Casimir Ulrich Boehlendorff | Conrad Schultz | Friedrich Bernhard Albers | Friedrich Ludwig Lindner | Friedrich Schulz
direct_country,Q203493,royaume de Roumanie,https://www.wikidata.org/wiki/Q203493,16,13,3,Bucarest | Corbi | Sibioara,Athanásios Christópoulos | Constantine Karakasis | Dimitrios Karakasis | Gregory Anushyan | John Komnenos Molyvdos | Lambros Photiadis | László Székely | Naum Râmniceanu
direct_country,Q2685298,République populaire roumaine,https://www.wikidata.org/wiki/Q2685298,16,13,3,Bucarest | Corbi | Sibioara,Athanásios Christópoulos | Constantine Karakasis | Dimitrios Karakasis | Gregory Anushyan | John Komnenos Molyvdos | Lambros Photiadis | László Székely | Naum Râmniceanu
direct_country,Q842794,République socialiste de Roumanie,https://www.wikidata.org/wiki/Q842794,16,13,3,Bucarest | Corbi | Sibioara,Athanásios Christópoulos | Constantine Karakasis | Dimitrios Karakasis | Gregory Anushyan | John Komnenos Molyvdos | Lambros Photiadis | László Székely | Naum Râmniceanu
direct_country,Q958291,Principautés unies de Moldavie et de Valachie,https://www.wikidata.org/wiki/Q958291,16,13,3,Bucarest | Corbi | Sibioara,Athanásios Christópoulos | Constantine Karakasis | Dimitrios Karakasis | Gregory Anushyan | John Komnenos Molyvdos | Lambros Photiadis | László Székely | Naum Râmniceanu
admin_country,Q2630860,Commissariat transcaucasien,https://www.wikidata.org/wiki/Q2630860,15,13,12,Abragunus | Cəhri | Haghpat | Ochakan | Ordubad | Shorot | Telavi | Vaqiri,Anton Ier de Géorgie | Grigor Oshakantsi | Hakob Nagashi Hovnatanyan | Iona Khelashvili | Iwan Georgijewitsch Jalgusidse | Joseph Emin | Mahammadqulu Salik Ordubadi | Molla Veli Vidadi
direct_country,Q389004,principauté de Valachie,https://www.wikidata.org/wiki/Q389004,15,12,2,Bucarest | Corbi,Athanásios Christópoulos | Constantine Karakasis | Dimitrios Karakasis | Gregory Anushyan | John Komnenos Molyvdos | Lambros Photiadis | Naum Râmniceanu | Neófytos Doúkas
admin_country,Q131337,République socialiste soviétique d'Azerbaïdjan,https://www.wikidata.org/wiki/Q131337,14,10,10,Abdal (Agdam) | Abragunus | Cəhri | Ordubad | Shorot | Xanağa | Xanlıqlar | Çaykənd,Abdurrahman aga Shair | Hakob Nagashi Hovnatanyan | Joseph Emin | Mahammadqulu Salik Ordubadi | Molla Veli Vidadi | Mustafa aga Arif | Q61105748 | Q97205264
direct_country,Q200464,Empire colonial portugais,https://www.wikidata.org/wiki/Q200464,14,12,7,Agadir | Barbade | Brésil | Colonia del Sacramento | Ghana | Nagasaki | île de Mozambique,Belinda Royall | Carl Peter Thunberg | Eliza Fenwick | Francisco Xavier Ferreira | Georg Heinrich von Langsdorff | Ishizaki Yushi | Jacinto Ventura de Molina | Manuel José de Lavardén
direct_country,Q236,Monténégro,https://www.wikidata.org/wiki/Q236,14,10,8,Budva | Cetinje | Dobrota | Kazanci | Kotor | Njeguši | Old Herzegovina | Perast,Andrija Balović | Giuseppe Marinovich | Ivan Antun Nenadić | Ivan Bujović | Ivan Hacking | Petar I Petrović-Njegoš | Q31198782 | Starac Raško
admin_country,Q207272,Deuxième République de Pologne,https://www.wikidata.org/wiki/Q207272,13,13,12,Bahdanava | Bienica | Dziatlava | Dzitryki | Kosičy | Lahišyn | Lušnieva | Navahroudak,Adam Stanisław Naruszewicz | Franciszka Urszula Wiśniowiecki | Ignacy Bykowski | Józef Baka | Józef Kopeć | Karol Korycki | Kazimierz Kontrym | Kiprijonas Lukauskas
admin_country,Q236,Monténégro,https://www.wikidata.org/wiki/Q236,13,9,7,Budva | Cetinje | Dobrota | Kazanci | Kotor | Njeguši | Perast,Andrija Balović | Giuseppe Marinovich | Ivan Antun Nenadić | Ivan Bujović | Ivan Hacking | Petar I Petrović-Njegoš | Q31198782 | Stefano Zannowich
admin_country,Q851,Arabie saoudite,https://www.wikidata.org/wiki/Q851,13,11,8,Al-Ahsa | Al-Hufuf | Al-Mubarraz | Al-Mutayrifi | Al-Qarah | Djeddah | Q12191206 | Rabigh,Abd al-Wahhab ibn Muhammad al-Fayrooz | Ali ibn Muhammad al-Ramadhan | Ibrahim ibn Mahdi Al Arafat | Koca Yusuf Pasha | Kuşadalı̂ İbrâhim Halvetı̂ | Mubarak ibn Ali al-Ahsa'i | Muhammad ibn Abd al-Rahman al-Afaliqi | Muhammad ibn Abdullah al-Ramadhan
direct_country,Q851,Arabie saoudite,https://www.wikidata.org/wiki/Q851,13,11,8,Al-Ahsa | Al-Hufuf | Al-Mubarraz | Al-Mutayrifi | Al-Qarah | Djeddah | Q12191206 | Rabigh,Abd al-Wahhab ibn Muhammad al-Fayrooz | Ali ibn Muhammad al-Ramadhan | Ibrahim ibn Mahdi Al Arafat | Koca Yusuf Pasha | Kuşadalı̂ İbrâhim Halvetı̂ | Mubarak ibn Ali al-Ahsa'i | Muhammad ibn Abd al-Rahman al-Afaliqi | Muhammad ibn Abdullah al-Ramadhan
direct_country,Q869,Thaïlande,https://www.wikidata.org/wiki/Q869,13,6,9,Ayutthaya | Bangkok | Chandra Kasem palace | Phra Ratcha Wang Bowon Sathan Phimuk | Phra Ratchawang Boran | Ratchaburi | Thon Buri | Thonburi,"Anurak Devesh, Deputy Viceroy of Rattanakosin | Mạc Thiên Tứ | Rama II | Somdet Phra Phonnarat | Taksin | Thammathibet"
admin_country,Q83286,république fédérative socialiste de Yougoslavie,https://www.wikidata.org/wiki/Q83286,12,10,11,Blagaj | Cetinje | Kazanci | Kotor | Legrad | Ljubuški | Njeguši | Vareš,Abdulvehab Ilhamija | Bishop fra Grgo Ilić | Fevzi Mostarac | Georg Anton Hidja | Lovro Šitović | Luko Stulić | Petar I Petrović-Njegoš | Peter Berke
admin_country,Q869,Thaïlande,https://www.wikidata.org/wiki/Q869,12,6,8,Ayutthaya | Chandra Kasem palace | Phra Ratcha Wang Bowon Sathan Phimuk | Phra Ratchawang Boran | Ratchaburi | Thon Buri | Thonburi | Wat Pho,"Anurak Devesh, Deputy Viceroy of Rattanakosin | Mạc Thiên Tứ | Rama II | Somdet Phra Phonnarat | Taksin | Thammathibet"
admin_country,Q252,Indonésie,https://www.wikidata.org/wiki/Q252,11,8,6,Batavia | Jakarta | Java | Pekalongan | Surabaya | Surakarta,Carl Peter Thunberg | Cornelius Pieter Schrevelius | Daniël François van Alphen | Hebelius Potter | Jan de Marre | Johanna Maria van Riebeeck | John Leyden | Yasadipura I
admin_country,Q414,Argentine,https://www.wikidata.org/wiki/Q414,11,10,6,Buenos Aires | Londres | Mendoza | San Miguel de Tucumán | Santiago del Estero | Villa Silípica,Cayetano José Rodríguez | Domingo de Azcuénaga y Basavilbaso | Gaspar Xuarez | Luis Pérez | Manuel Antonio Talavera | Manuel José de Lavardén | María Antonia de Paz y Figueroa | Pantaleón García
direct_country,Q414,Argentine,https://www.wikidata.org/wiki/Q414,11,10,6,Buenos Aires | Londres | Mendoza | San Miguel de Tucumán | Santiago del Estero | Villa Silípica,Cayetano José Rodríguez | Domingo de Azcuénaga y Basavilbaso | Gaspar Xuarez | Luis Pérez | Manuel Antonio Talavera | Manuel José de Lavardén | María Antonia de Paz y Figueroa | Pantaleón García
admin_country,Q36704,Yougoslavie,https://www.wikidata.org/wiki/Q36704,10,8,9,Cetinje | Kazanci | Kotor | Legrad | Ljubuški | Njeguši | Rečica | Zaton,Georg Anton Hidja | Janko Drašković | Lovro Šitović | Luko Stulić | Petar I Petrović-Njegoš | Peter Berke | Q31198782 | Tešan Podrugović
admin_country,Q805,Yémen,https://www.wikidata.org/wiki/Q805,10,6,4,Kawkaban | Q20388480 | Sanaa | Tarim,Abdullah ibn Isa al-Kawkabani | Abdurrahman Alaidaroos | Alkawkabāny | Muḥammad Ibn-ʿAlī aš-Šaukānī | al-Amīr | al-Ḥūthī
direct_country,Q2196956,royaume de Norvège (872-1397),https://www.wikidata.org/wiki/Q2196956,10,8,1,Christiania,Bendix Djurhuus Prahl | Christian Braunmann Tullin | Ditlevine Feddersen | Enevold de Falsen | Hans Nielsen Hauge | Jens Essendrop | Jens Rathke | Otto Holmboe
direct_country,Q49683,grand-duché de Lituanie,https://www.wikidata.org/wiki/Q49683,10,10,9,Navahroudak | Q3692401 | Vilkamirsky povet | Voïvodie de Minsk | Voïvodie de Podlachie (1513–1795) | Voïvodie de Vitebsk | Wolkowysky povet | powiat de Pinsk,Franciszek Bohomolec | Józef Baka | Józef Kazimierz Świętorzecki | Józef Kopeć | Karol Malinowski | Nikodem Musnicki | Regina Salomea Pilsztyn | Stanisław Siestrzeńcewicz-Bohusz
direct_country,Q62623,Union de Kalmar,https://www.wikidata.org/wiki/Q62623,10,8,1,Christiania,Bendix Djurhuus Prahl | Christian Braunmann Tullin | Ditlevine Feddersen | Enevold de Falsen | Hans Nielsen Hauge | Jens Essendrop | Jens Rathke | Otto Holmboe
direct_country,Q805,Yémen,https://www.wikidata.org/wiki/Q805,10,6,4,Kawkaban | Q20388480 | Sanaa | Tarim,Abdullah ibn Isa al-Kawkabani | Abdurrahman Alaidaroos | Alkawkabāny | Muḥammad Ibn-ʿAlī aš-Šaukānī | al-Amīr | al-Ḥūthī
admin_country,Q139670,République démocratique d'Arménie,https://www.wikidata.org/wiki/Q139670,9,7,7,Abragunus | Cəhri | Ochakan | Ordubad | Shorot | Vanevan | Xanağa,Grigor Oshakantsi | Hakob Nagashi Hovnatanyan | Mahammadqulu Salik Ordubadi | Q61105748 | Q97205264 | Qudsi Vanandi | Âşık Allahverdi
admin_country,Q171348,couronne du royaume de Pologne,https://www.wikidata.org/wiki/Q171348,9,9,7,Chełm Land | Dagda | Kraków Voivodeship | Voïvodie de Bełz | Voïvodie de Podlachie (1513–1795) | Voïvodie de Sandomir | voïvodie de Ruthénie,Józef Pomorzkant | Karol Malinowski | Michael Roth | Michał Dymitr Krajewski | Mikołaj Skaradkiewicz | Q11763922 | Q123177014 | Wincenty Skrzetuski
admin_country,Q206411,République démocratique d'Azerbaïdjan,https://www.wikidata.org/wiki/Q206411,9,7,7,Abdal (Agdam) | Abragunus | Cəhri | Ordubad | Shorot | Xanağa | Çaykənd,Hakob Nagashi Hovnatanyan | Joseph Emin | Mahammadqulu Salik Ordubadi | Q61105748 | Q97205264 | Qudsi Vanandi | Zarnigar Derbentli
admin_country,Q948,Tunisie,https://www.wikidata.org/wiki/Q948,9,5,4,Le Kef | M'saken | Testour | Tunis,Hammude Paşa | Mohamed Ouerghi | Nehorai Garmon | Q12228476 | Sidi Brahim Riahi
direct_country,Q252,Indonésie,https://www.wikidata.org/wiki/Q252,9,7,5,Jakarta | Java | Pekalongan | Surabaya | Surakarta,Cornelius Pieter Schrevelius | Daniël François van Alphen | Hebelius Potter | Jan de Marre | Johanna Maria van Riebeeck | John Leyden | Yasadipura I
direct_country,Q948,Tunisie,https://www.wikidata.org/wiki/Q948,9,5,4,Le Kef | M'saken | Testour | Tunis,Hammude Paşa | Mohamed Ouerghi | Nehorai Garmon | Q12228476 | Sidi Brahim Riahi
admin_country,Q191077,royaume de Yougoslavie,https://www.wikidata.org/wiki/Q191077,8,6,7,Blagaj | Cetinje | Kazanci | Kotor | Njeguši | Vareš | Žepče,Abdulvehab Ilhamija | Bishop fra Grgo Ilić | Fevzi Mostarac | Petar I Petrović-Njegoš | Q31198782 | Tešan Podrugović
admin_country,Q225,Bosnie-Herzégovine,https://www.wikidata.org/wiki/Q225,8,5,8,Blagaj | Kazanci | Ljubuški | Mostar | Q1018672 | Travnik | Vareš | Žepče,Abdulvehab Ilhamija | Bishop fra Grgo Ilić | Fevzi Mostarac | Lovro Šitović | Tešan Podrugović
